,userId,id,rating,original_title,predicted_rating
39916,73,15,2.5,Citizen Kane,
39927,73,98,3.0,Gladiator,
39928,73,239,3.0,Some Like It Hot,
39943,73,409,2.5,The English Patient,
39944,73,502,3.0,Fail-Safe,
39960,73,510,0.5,One Flew Over the Cuckoo's Nest,
39965,73,575,3.5,Das Experiment,
39979,73,742,2.5,Tillsammans,
39985,73,1049,3.5,Sommersby,
40006,73,1590,4.5,Copying Beethoven,
40029,73,1595,0.5,Land of Plenty,
40032,73,1599,1.0,I Heart Huckabees,
40036,73,1826,1.0,Les Poupées Russes,
40038,73,1840,3.5,The Brasher Doubloon,
40042,73,1920,2.5,Crime of Passion,
40059,73,1991,3.5,Death Proof,
40069,73,2089,3.5,Cutaway,
40081,73,2142,3.5,Cop Land,
40093,73,2164,1.0,Stargate,
40095,73,2195,3.0,Beste Zeit,
40102,73,2335,3.0,Taxi 4,
40128,73,2798,3.0,Oscar,
40132,73,2860,3.0,Le genou de Claire,
40142,73,2900,3.0,The Astronaut's Wife,
40145,73,2924,4.5,Backdraft,
40151,73,2974,1.0,Orlacs Hände,
40155,73,3013,3.5,Bloodline,
40158,73,3036,4.0,Frankenstein,
40162,73,3554,3.0,Mahogany,
40165,73,3573,0.5,Emma,
40167,73,3574,0.5,Doctor X,
40169,73,3581,4.0,Death Line,
40175,73,3687,3.5,Flesh Gordon,
40176,73,3962,2.5,Bis zum Ellenbogen,
40178,73,4255,0.5,The Party at Kitty and Stud's,
40185,73,4415,3.5,Les Misérables,
40186,73,4441,3.0,Candy,
40189,73,4519,5.0,Dialogue avec mon jardinier,
40194,73,4614,3.5,The Sum of All Fears,
40197,73,4989,3.0,Shamus,
40199,73,5040,3.5,Faraon,
40204,73,5055,3.0,Popiól i diament,
40212,73,5139,3.5,Le Renard et l'Enfant,
40215,73,5165,4.0,L'avventura,
40218,73,5205,3.5,Pumping Iron,
40219,73,5691,2.5,I racconti di Canterbury,
40220,73,5955,3.5,The Pledge,
40228,73,6615,1.5,Lars and the Real Girl,
40234,73,6977,3.0,No Country for Old Men,
40236,73,7007,4.0,Rising Sun,
40242,73,7984,3.5,In the Name of the Father,
40243,73,8340,4.5,لاک‌پشت‌ها هم پرواز می‌کنند,
40246,73,8363,1.5,Superbad,
40250,73,8372,1.0,Lonesome Cowboys,
40254,73,8373,2.5,Transformers: Revenge of the Fallen,
40264,73,8810,2.0,Mad Max 2,
40282,73,8854,3.5,Steel,
40283,73,8859,0.5,"Dude, Where’s My Car?",
40285,73,26258,4.5,Bushwhacked,
40290,73,26480,3.0,The Legend of the 7 Golden Vampires,
40291,73,26547,4.5,'Twas the Night Before Christmas,
40293,73,26603,3.5,Vice Versa,
40295,73,26606,4.0,Performance,
40297,73,26736,4.0,Wizards of Waverly Place: The Movie,
40298,73,26842,4.0,The Message,
40300,73,27022,4.5,The Sorcerer's Apprentice,
40303,73,27646,4.5,Night of the Demons,
40304,73,27793,2.0,The NeverEnding Story III,
40306,73,31150,4.0,Intruder,
40308,73,31225,3.5,Paris is Burning,
40310,73,32387,4.0,Stick,
40311,73,32596,2.5,An Ideal Husband,
40316,73,34530,2.0,人間の條件　完結篇,
40318,73,36519,2.5,Payment Deferred,
40332,73,39446,3.5,At Risk,
40350,73,40574,3.0,Girl Shy,
40351,73,40732,4.0,Utvandrarna,
40358,73,42011,3.0,Marusa no onna,
40370,73,42725,3.5,The Wild Angels,
40373,73,43838,3.5,Young Mr. Lincoln,
40374,73,43919,1.0,Hatchet II,
40379,73,43936,3.0,"S-21, la machine de mort Khmère rouge",
40388,73,44245,4.0,鎗王之王,
40389,73,45726,2.5,Julie,
40391,73,46335,3.0,Ne touchez pas la hache,
40398,73,47200,3.5,Shiza,
40405,73,48591,0.5,Die Austernprinzessin,
40406,73,49526,2.5,Premium Rush,
40408,73,50641,5.0,The End of Poverty?,
40410,73,50794,2.5,The Even Stevens Movie,
40414,73,51277,4.5,Now and Forever,
40416,73,52462,3.5,The Pet,
40418,73,53318,4.5,The Fairy King Of Ar,
40423,73,54648,3.0,The Pebble and the Penguin,
40426,73,55207,4.0,Gaslight,
40427,73,55245,3.0,!Women Art Revolution,
40429,73,55721,4.5,Bridesmaids,
40437,73,56801,2.0,Judex,
40441,73,58293,1.0,The Anniversary,
40449,73,58301,4.0,Betty Blowtorch: And Her Amazing True Life Adventures,
40451,73,59995,4.5,Wild Tigers I Have Known,
40454,73,60293,5.0,Tom and Jerry: Shiver Me Whiskers,
40458,73,61348,0.5,The Lost Valentine,
40461,73,62394,1.0,The Education of Little Tree,
40467,73,63540,0.5,Na More!,
40469,73,63876,4.0,La ronde,
40480,73,64197,4.0,Puteshestvie s domashnimi zhivotnymi,
40483,73,64508,1.0,"Es ist nicht leicht, ein Gott zu sein",
40484,73,64900,4.0,J'ai pas sommeil,
40485,73,65310,3.0,Hornblower: Loyalty,
40486,73,66066,0.5,Verlengd Weekend,
40487,73,68444,3.0,Blind,
40488,73,69746,2.5,Le fil,
40489,73,72733,4.5,รถไฟฟ้า มาหานะเธอ,
40491,73,74545,4.0,The Saint In London,
40499,73,74944,3.5,La Guerre Des Boutons,
40501,73,74948,4.0,Steppenwolf,
40504,73,77866,2.5,Contraband,
40508,73,79008,4.5,Jinxed!,
40512,73,79553,3.5,고지전,
40516,73,79720,3.5,Santa and the Ice Cream Bunny,
40518,73,80219,4.0,Homeless to Harvard: The Liz Murray Story,
40524,73,81660,2.5,The Selling,
40525,73,89774,4.5,"Air: Eating, Sleeping, Waiting and Playing",
40530,73,92309,3.0,The Monkey Hustle,
40532,73,93855,5.0,Posti in piedi in paradiso,
40534,73,95963,3.5,The Walking Dead,
40535,73,103048,4.0,China Gate,
40538,73,107999,3.5,The Bride Goes Wild,
40539,73,109074,4.0,Day of the Reaper,
40540,73,114060,4.0,Me and the Colonel,
40543,73,115877,3.5,Fantasía... 3,
40544,75,8985,3.0,Visions of Europe,
40556,75,42002,4.0,Angustia,
40559,76,44694,4.5,Big Time,
40569,77,2275,4.5,The General's Daughter,
40572,77,3397,3.5,Am Ende Kommen Touristen,
40582,77,26700,2.0,Nocturna,
40585,77,31221,2.5,Dragon Hunter,
40595,77,37857,4.0,Don's Plum,
40598,77,47423,0.5,纵横四海,
40604,77,47518,4.0,The Tortured,
40615,78,1586,3.5,Secret Window,
40642,78,2297,4.0,Kafka,
40655,78,6793,4.0,Schloß Vogeloed,
40659,78,26712,5.0,The Enforcer,
40663,78,38499,5.0,The Howling: New Moon Rising,
40668,78,50658,5.0,Bella Bettien,
40672,78,51935,5.0,House of Boys,
40679,78,52767,5.0,شکارچی,
40684,79,42738,2.5,Scorpio,
40699,80,93,1.0,Anatomy of a Murder,
40710,80,156,5.0,Wilbur begår selvmord,
40721,80,783,5.0,Gandhi,
40770,81,872,5.0,Singin' in the Rain,
40771,81,1913,3.0,Mar adentro,
40778,81,4928,3.0,"The World, the Flesh and the Devil",
40781,81,7979,4.5,The Kite Runner,
40786,81,8014,3.5,Valley of Flowers,
40792,81,8199,4.5,Dreamland,
40794,81,8327,4.0,The Holy Mountain,
40796,81,8367,4.0,Robin Hood: Prince of Thieves,
40798,81,26326,4.5,Rock 'n' Roll High School,
40803,81,26578,5.0,The Falcon and the Snowman,
40804,81,31524,4.0,Sarfarosh,
40805,81,31930,4.0,Murder!,
40806,81,43899,3.0,David Copperfield,
40807,81,45000,4.0,Les visiteurs du soir,
40808,81,52528,4.0,Bloodbath at the House of Death,
40809,81,52885,4.0,"Csillagosok, Katonák",
40820,83,205,4.0,Hotel Rwanda,
40824,83,2155,4.0,Reindeer Games,
40834,83,2359,4.0,Sicko,
40864,83,3022,4.5,Dr. Jekyll and Mr. Hyde,
40878,83,3037,4.0,Yella,
40896,83,4174,4.0,Spellbound,
40901,83,4688,4.0,Across the Universe,
40904,83,5602,3.5,Dupont Lajoie,
40908,84,3980,4.5,Critters,
40922,85,234,4.0,Das Cabinet des Dr. Caligari,
40934,85,255,5.0,Baisers volés,
40939,85,275,3.0,Fargo,
40944,85,291,1.0,Riding Giants,
40950,85,437,3.0,Cube 2: Hypercube,
40954,85,546,1.0,Transamerica,
40971,85,548,4.0,羅生門,
40980,86,30,5.0,彼女の想いで,
40990,86,116,4.0,Match Point,
40996,86,121,3.0,The Lord of the Rings: The Two Towers,
41001,86,124,3.0,Bez Konca,
41002,86,171,4.0,La Boum 2,
41008,86,178,5.0,Blown Away,
41013,86,213,4.0,North by Northwest,
41022,86,218,4.0,The Terminator,
41037,86,287,3.0,Bull Durham,
41042,86,290,5.0,Barton Fink,
41058,86,299,5.0,Ocean's Eleven,
41074,86,302,3.0,Swimming Pool,
41081,86,331,3.0,Jurassic Park III,
41087,86,427,3.0,Mon oncle,
41101,86,568,3.0,Apollo 13,
41103,86,633,5.0,Soldaat van Oranje,
41106,86,753,3.0,Faces,
41111,86,756,3.0,Fantasia,
41112,86,766,5.0,Army of Darkness,
41121,86,828,3.0,The Day the Earth Stood Still,
41125,86,830,2.0,Forbidden Planet,
41151,86,844,3.0,2046,
41152,86,892,3.0,Delicatessen,
41159,86,1163,3.0,The Miracle Worker,
41161,90,1554,4.0,Down by Law,
41167,91,747,3.5,Shaun of the Dead,
41169,91,43836,3.5,The Man in the Iron Mask,
41173,91,54732,3.0,Silly Little Game,
41176,91,78041,3.5,Big Trouble,
41180,91,94466,4.0,Gishiki,
41187,91,116977,3.5,Foodfight!,
41190,92,455,3.0,Bend It Like Beckham,
41221,93,54328,5.0,海洋天堂,
41222,95,174,2.0,Star Trek VI: The Undiscovered Country,
41226,95,879,3.0,Hook,
41231,95,1655,2.0,Praxis Dr. Hasenbein,
41233,95,1970,4.0,The Grudge,
41238,95,1985,2.0,The Constant Gardener,
41243,95,1988,3.0,A Mighty Heart,
41245,95,2026,3.0,Hostage,
41250,95,2069,3.0,The Whole Nine Yards,
41259,95,2119,5.0,Days of Thunder,
41265,95,2149,3.0,Body of Evidence,
41267,95,2462,2.0,Hibernatus,
41271,95,2789,3.0,The Chronicles of Riddick,
41276,95,2928,4.0,Michael,
41279,95,3024,3.0,The Strange Case of Dr. Jekyll and Mr. Hyde,
41282,95,3051,3.0,Eye of the Devil,
41293,95,3764,3.0,裸の島,
41298,95,3877,2.0,Things We Lost in the Fire,
41303,95,4140,5.0,Blindsight,
41304,95,4266,3.0,La rupture,
41305,95,4480,4.0,Jean de Florette,
41309,95,4516,3.0,Mon Meilleur Ami,
41311,95,4520,5.0,Sleuth,
41314,95,4561,4.0,Histoire d'O,
41315,95,4949,2.0,A Time for Killing,
41317,95,5203,4.0,Wild Orchid,
41318,96,8094,4.5,The Magdalene Sisters,
41320,96,8128,4.5,Čarodějův učeň,
41324,96,8765,4.0,Nirvana,
41325,96,25868,4.0,Aladin,
41328,96,30712,4.0,Free Money,
41330,98,25801,5.0,Aamdani Atthanni Kharcha Rupaiya,
41331,98,56949,5.0,El viento se llevó lo qué,
41347,99,1619,5.0,The Way of the Gun,
41366,99,1937,3.0,Bonjour Tristesse,
41370,99,2099,4.0,Raw Deal,
41380,99,2135,1.0,The Time Machine,
41392,99,2436,3.0,Double Dragon,
41400,99,2442,4.0,The Final Cut,
41407,99,2565,3.0,Joe Versus the Volcano,
41428,101,26701,4.0,Humoresque,
41429,102,117,4.0,The Untouchables,
41435,102,506,3.0,Marnie,
41444,102,927,4.0,Gremlins,
41449,102,1273,4.0,TMNT,
41468,102,1279,4.0,사마리아,
41480,102,1420,5.0,Breakfast on Pluto,
41481,102,1535,4.0,Spy Game,
41486,102,1594,2.0,A Shot in the Dark,
41500,102,1648,5.0,Bill & Ted's Excellent Adventure,
41509,102,1734,4.0,The Mummy Returns,
41522,102,1788,4.0,Footloose,
41526,102,1841,4.0,Lady in the Lake,
41530,102,1924,5.0,Superman,
41539,102,1939,5.0,Laura,
41550,102,1966,5.0,Alexander,
41562,102,1999,3.0,In the Bedroom,
41565,102,2043,3.0,Along Came a Spider,
41573,102,2290,4.0,Jakob the Liar,
41581,102,2312,3.0,In the Name of the King: A Dungeon Siege Tale,
41596,102,2362,4.0,Westworld,
41600,102,2397,3.0,Fallout,
41602,102,2453,3.0,Harley Davidson and the Marlboro Man,
41609,102,2764,4.0,All Stars,
41615,102,3011,4.0,Good Neighbor Sam,
41625,102,3061,4.0,The Crowd,
41636,102,3093,5.0,Basic Instinct 2,
41643,102,3145,4.0,The Horror of Frankenstein,
41649,102,3469,4.0,Far from the Madding Crowd,
41661,102,3511,1.0,The Broken,
41665,102,3547,4.0,Reflections in a Golden Eye,
41669,102,3565,3.0,Underground,
41680,102,3591,3.0,One Million Years B.C.,
41698,103,71,1.0,Billy Elliot,
41705,103,4475,4.0,The Private Lives of Pippa Lee,
41706,103,8093,3.5,Khadak,
41708,104,84844,4.0,A Dandy in Aspic,
41713,105,458,3.0,Sissi - Die junge Kaiserin,
41717,105,1392,3.0,Born into Brothels,
41725,105,1480,3.5,Touch of Evil,
41731,105,1727,3.0,Bird on a Wire,
41738,105,1846,4.0,Marlowe,
41740,105,3127,3.0,The Revenge of Frankenstein,
41746,105,3682,4.0,54,
41753,105,4203,2.0,Mujeres al borde de un ataque de nervios,
41757,105,4234,3.0,Scream 3,
41763,105,4479,4.0,Les Misérables,
41764,105,4837,3.5,La Collectionneuse,
41766,105,5302,3.5,Without You I'm Nothing,
41767,106,1992,4.0,Planet Terror,
41772,106,5422,4.5,Le notti erotiche dei morti viventi,
41773,106,39408,0.5,The Creature Walks Among Us,
41774,106,54281,5.0,Zatōichi kenka-daiko,
41778,110,132,4.0,The Rolling Stones: Gimme Shelter,
41786,110,257,4.0,Oliver Twist,
41799,110,378,5.0,Raising Arizona,
41811,110,489,4.0,Good Will Hunting,
41823,110,542,4.0,El Crimen del Padre Amaro,
41842,111,932,5.0,Die Mörder sind unter uns,
41858,111,1593,3.5,Night at the Museum,
41865,111,1688,4.0,Conquest of the Planet of the Apes,
41887,111,1863,3.0,I girasoli,
41894,111,2330,5.0,Taxi,
41897,111,5255,3.0,The Polar Express,
41901,111,6183,4.0,Barfuß,
41904,111,6974,4.0,The Angry Red Planet,
41909,117,43396,3.5,Union Station,
41917,118,1683,1.0,The Reaping,
41927,118,2349,4.0,Erbsen auf halb 6,
41938,118,2613,3.0,Prelude to a Kiss,
41943,119,870,3.0,ドールズ,
41946,119,881,2.0,A Few Good Men,
41950,119,943,4.0,Lethal Weapon 3,
41962,119,1379,4.0,Laitakaupungin valot,
41976,119,1429,4.0,25th Hour,
41989,119,1613,3.0,The 51st State,
41990,119,1646,2.0,Freedom Writers,
41997,119,1678,3.0,ゴジラ,
42018,119,1702,3.0,Death Machine,
42034,119,1713,3.0,Jungle Fever,
42050,119,1824,5.0,50 First Dates,
42053,119,1833,2.0,Rent,
42064,119,1848,3.0,Poodle Springs,
42074,119,1852,3.0,World Trade Center,
42075,119,1885,4.0,The Karate Kid,
42099,119,1894,2.0,Star Wars: Episode II - Attack of the Clones,
42122,119,2071,4.0,Shattered,
42130,119,2104,4.0,Requiem,
42133,119,2440,4.0,공동경비구역 JSA,
42137,119,2587,2.0,"Fratello sole, sorella luna",
42142,119,3563,1.0,I Now Pronounce You Chuck & Larry,
42144,119,4195,4.0,Landru,
42146,123,1976,4.0,Jezebel,
42152,125,66659,0.5,Equalizer 2000,
42153,128,217,2.0,Indiana Jones and the Kingdom of the Crystal Skull,
42160,128,313,4.0,Snow Cake,
42167,128,558,3.0,Spider-Man 2,
42176,128,1487,5.0,Hellboy,
42184,128,1667,3.0,La Marche de l'empereur,
42192,128,2017,5.0,No Good Deed,
42199,128,2162,4.0,Chill Factor,
42208,128,2620,4.0,Armed and Dangerous,
42211,128,3594,4.0,The Number 23,
42223,128,4977,3.0,パプリカ,
42226,128,5677,3.0,Trancers,
42227,130,2151,3.5,Man with the Screaming Brain,
42232,130,8879,3.5,Pale Rider,
42237,130,40959,0.5,"Crosby, Stills & Nash: Long Time Comin'",
42239,131,4031,2.0,Les Valseuses,
42243,132,4964,4.5,Knocked Up,
42244,132,8012,5.0,Get Shorty,
42248,132,27255,2.5,From a Place of Darkness,
42249,132,39768,4.5,Берегись автомобиля,
42250,132,57243,5.0,Les Femmes du 6ème étage,
42253,133,43376,3.0,Journal d'un curé de campagne,
42256,133,73290,5.0,Urban Explorer,
42261,134,53953,5.0,The Tooth Fairy,
42268,135,27,3.0,9 Songs,
42275,135,102,3.0,Elsker dig for evigt,
42286,135,754,3.0,Face/Off,
42289,136,6535,3.5,Talk to Me,
42295,137,1537,3.0,Changing Lanes,
42313,138,89904,1.5,The Demolitionist,
42319,139,4290,3.0,Supergator,
42322,142,2262,2.0,Die Sehnsucht der Veronika Voss,
42339,143,39414,5.0,Paper Man,
42342,147,1665,3.5,Last Days,
42350,149,56152,4.5,Brigham Young,
42365,149,90061,5.0,American Mullet,
42366,149,103539,4.0,Kelin,
42368,150,544,2.5,There's Something About Mary,
42377,150,809,3.0,Shrek 2,
42381,150,829,1.0,Chinatown,
42388,150,2567,1.0,The Aviator,
42409,150,3509,3.0,A Scanner Darkly,
42412,150,8010,4.0,Highlander II: The Quickening,
42414,150,8968,3.0,Boogeyman,
42417,150,27338,3.0,The Pretender 2001,
42418,152,47491,2.0,The Beales of Grey Gardens,
42420,153,760,5.0,Les aventures de Rabbi Jacob,
42423,153,1498,5.0,Teenage Mutant Ninja Turtles,
42430,156,1572,4.5,Die Hard: With a Vengeance,
42433,157,2363,3.0,Les Cousins,
42444,157,31364,4.0,Waqt: The Race Against Time,
42446,157,32078,3.0,Panic in the Streets,
42447,157,42632,4.0,Monterey Pop,
42450,157,58376,3.5,Presunto Culpable,
42451,157,80350,0.5,Tough and Deadly,
42453,157,86320,3.5,Cabra Marcado Para Morrer,
42459,159,4327,4.5,Charlie's Angels,
42473,160,490,4.0,Det sjunde inseglet,
42487,163,92751,4.0,La lupa mannara,
42488,164,26974,4.0,Pulgasari,
42491,165,470,3.0,21 Grams,
42494,165,834,3.0,Underworld: Evolution,
42495,165,1430,2.5,Bowling for Columbine,
42496,165,1632,2.5,Mississippi Burning,
42497,165,1661,1.5,Absolute Giganten,
42501,165,2979,2.0,Return of the Ghostbusters,
42503,165,4968,1.5,The Piano Player,
42505,165,5562,2.0,Le beau Serge,
42506,165,5765,5.0,Knight Moves,
42507,165,7343,1.5,Cidade dos Homens,
42508,165,8130,3.0,Desperately Seeking Susan,
42510,165,8832,1.5,Il Divo,
42511,165,8835,1.5,Legally Blonde,
42512,165,8836,0.5,The X Files: I Want to Believe,
42515,165,8839,2.5,Casper,
42516,165,8860,1.0,Metro,
42527,165,8870,4.0,Red Planet,
42532,165,8908,1.0,Maradona by Kusturica,
42536,165,8937,4.5,トウキョウソナタ,
42540,165,9010,5.0,Silentium,
42542,165,31445,2.0,Beyond Tomorrow,
42543,168,259,3.0,L'amour en fuite,
42548,168,391,3.0,Per un pugno di dollari,
42551,168,505,2.0,Johnny Handsome,
42558,168,639,3.0,When Harry Met Sally...,
42563,169,274,2.0,The Silence of the Lambs,
42566,169,8643,3.0,The Exorcism of Emily Rose,
42570,169,8982,3.5,ต้มยำกุ้ง,
42571,169,26198,3.5,The Keep,
42573,169,42732,2.0,Bad Girls Go to Hell,
42575,173,1542,5.0,Office Space,
42580,175,199,4.0,Star Trek: First Contact,
42583,175,2077,4.0,The Rink,
42589,175,2084,4.0,Birthday Girl,
42597,175,4459,5.0,Night Without Sleep,
42598,175,5460,4.0,Cruel Intentions 3,
42602,175,5839,4.0,I Magliari,
42603,176,3054,1.0,The Wrecking Crew,
42610,176,27815,4.0,Basket Case 2,
42616,176,36401,2.0,Pornografia,
42627,176,43419,2.0,Souls at Sea,
42628,176,59333,2.0,Official Rejection,
42632,176,63276,3.5,L'odore della notte,
42634,176,86835,2.0,Knight of Cups,
42638,176,94480,1.0,The Lost Missile,
42639,177,66,1.0,Absolute Power,
42644,177,200,4.0,Star Trek: Insurrection,
42645,177,240,3.0,The Godfather: Part II,
42650,177,422,5.0,8½,
42659,177,512,4.0,Scoop,
42661,177,600,4.0,Full Metal Jacket,
42662,177,691,4.0,The Spy Who Loved Me,
42669,177,798,4.0,Pünktchen und Anton,
42681,177,861,4.0,Total Recall,
42693,177,1647,3.0,The Recruit,
42699,180,700,3.0,Octopussy,
42706,182,13,3.0,Forrest Gump,
42714,182,146,5.0,卧虎藏龙,
42717,182,195,4.0,Trouble in Paradise,
42731,182,201,4.0,Star Trek: Nemesis,
42732,182,243,4.0,High Fidelity,
42733,182,271,3.0,Ronja Rövardotter,
42737,182,343,3.0,Harold and Maude,
42738,182,687,3.0,Dead Man Walking,
42740,187,705,2.5,All About Eve,
42743,187,6187,5.0,Nettoyage à sec,
42749,187,8129,2.0,My Name Is Joe,
42751,187,26116,3.5,The Mechanik,
42753,187,26133,2.5,Tuesdays with Morrie,
42757,187,26422,5.0,The Pillow Book,
42758,187,27674,3.5,Wolves of Wall Street,
42760,187,40826,4.5,Affair in Havana,
42765,187,43177,1.0,Son of Lassie,
42766,187,49280,5.0,L'Homme orchestre,
42767,187,61401,3.0,Tibet: Cry of the Snow Lion,
42768,187,62437,4.0,Land des Schweigens und der Dunkelheit,
42771,188,867,3.0,Sliver,
42772,188,1024,3.0,Heavenly Creatures,
42776,189,1623,3.0,Brubaker,
42781,189,2771,1.0,American Splendor,
42785,189,2882,1.0,"Ensemble, c'est tout",
42791,189,3001,2.0,How to Steal a Million,
42792,189,3177,1.0,Batoru rowaiaru II: Chinkonka,
42798,189,3766,3.0,The Lady from Shanghai,
42801,190,2310,4.0,Beowulf,
42806,190,3117,3.0,Frankenstein and the Monster from Hell,
42810,193,957,4.0,Spaceballs,
42811,195,944,3.0,Lethal Weapon 4,
42814,195,1583,2.0,Lammbock,
42816,195,1938,4.0,Angel Face,
42823,195,2182,4.0,Attack of the Killer Tomatoes!,
42825,195,2988,3.0,The Harrad Experiment,
42833,195,3076,3.0,Frankenstein Meets the Wolf Man,
42837,195,3122,3.0,La figlia di Frankenstein,
42838,195,3427,1.0,Max et les ferrailleurs,
42840,195,3432,1.0,Mr. Brooks,
42841,196,3115,4.0,ゴジラ・エビラ・モスラ　南海の大決闘,
42844,196,3118,4.0,Frankenstein 90,
42846,198,5876,5.0,The Mist,
42856,199,1165,1.5,The Queen,
42857,199,3576,3.0,Calling Dr. Gillespie,
42859,199,4887,3.0,Takva,
42869,199,26554,4.0,Class of Nuke 'Em High,
42871,199,27922,4.0,Не горюй!,
42872,199,32825,4.0,Wild in the Country,
42874,199,33558,3.0,Perro Come Perro,
42875,199,51357,4.0,The Scarecrow,
42876,199,58432,3.0,La hora fría,
42877,199,59810,3.5,The Least of These,
42879,199,63481,2.0,Calmos,
42880,199,69278,3.5,Fase 7,
42882,199,73211,3.5,Kongen av Bastøy,
42884,199,84601,3.5,The Wearing of the Grin,
42889,199,85025,3.5,Memory Lane,
42891,200,26686,3.5,California Suite,
42892,200,42015,3.5,Swimming to Cambodia,
42895,200,57353,4.0,Cat Run,
42897,200,74946,2.0,Feast of All Saints,
42901,201,8827,4.0,99 francs,
42908,202,1998,3.0,Holy Lola,
42910,202,4566,2.0,Michael Clayton,
42912,202,5910,1.0,はなび,
42913,204,8838,3.0,Mercury Rising,
42918,204,8899,4.0,Le Silence de Lorna,
42919,205,98491,5.0,Wuthering Heights,
42927,207,779,0.5,Vampyr - Der Traum des Allan Grey,
42931,207,26564,0.5,Crumb,
42933,207,70121,0.5,First Target,
42934,210,1993,2.0,Nuovomondo,
42938,211,627,4.0,Trainspotting,
42947,211,630,4.0,The Wizard of Oz,
42949,211,685,4.0,Olympia - Fest der Schönheit,
42953,211,781,5.0,Winterschläfer,
42957,211,848,5.0,Dragonslayer,
42968,212,991,3.0,The Man Who Fell to Earth,
42980,212,3936,2.5,Blondie Has Servant Trouble,
42986,212,5421,3.5,Rosso sangue,
42989,212,5994,3.5,The Family Man,
42990,212,7303,3.0,Maid in Manhattan,
42995,212,8833,3.5,Non c'è due senza quattro,
42999,212,8935,1.5,停車,
43001,212,8998,3.5,Friends with Money,
43005,212,26680,3.5,Shock Waves,
43009,212,31694,1.0,Trouble in Mind,
43012,212,39435,3.5,Cowboy,
43016,212,43908,3.5,Kosmos,
43017,212,43930,2.5,"Tomorrow, When the War Began",
43019,212,49957,4.5,Carts of Darkness,
43022,212,55872,2.5,Tarzan and the Amazons,
43024,212,56715,4.0,Just Visiting,
43029,212,57326,2.0,Sabretooth,
43031,213,4676,2.5,Grande école,
43034,213,8814,1.0,Doom,
43035,213,32029,3.0,The Domino Principle,
43044,213,37380,2.5,Thunder Bay,
43049,213,42721,1.0,けんかえれじい,
43050,213,47952,3.0,Two Men Went To War,
43051,213,50162,3.0,964 Pinocchio,
43052,213,54276,3.0,座頭市海を渡る,
43055,213,59421,2.0,김복남 살인사건의 전말,
43061,213,64116,1.0,Himmelfall,
43062,213,70282,3.5,The Visit,
43063,213,71254,3.0,Arena,
43067,213,72701,2.5,Nome Próprio,
43069,213,74154,3.0,నువ్వొస్తానంటే నేనొద్దంటానా,
43072,213,74580,3.0,Ah ! Les belles bacchantes,
43074,213,79224,2.5,최종병기 활,
43078,213,81512,2.5,Many Rivers to Cross,
43080,213,86059,1.0,The Comedians,
43081,213,92681,2.5,T.N.T.,
43082,214,2984,5.0,A Countess from Hong Kong,
43083,217,8008,3.0,Mouth to Mouth,
43086,219,414,3.0,Batman Forever,
43093,220,824,3.0,Moulin Rouge!,
43096,220,1643,4.0,Ultimo tango a Parigi,
43106,220,1844,4.0,Entrapment,
43109,220,2487,3.0,修羅雪姫,
43110,220,3539,4.0,Kammerflimmern,
43113,222,901,5.0,City Lights,
43125,222,935,4.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,
43131,222,938,5.0,Per qualche dollaro in più,
43142,222,946,4.0,Letter from an Unknown Woman,
43152,222,956,4.0,Mission: Impossible III,
43155,222,1936,5.0,River of No Return,
43159,222,1940,5.0,Porgy and Bess,
43166,222,1942,4.0,Bunny Lake Is Missing,
43172,222,2612,3.0,Mr. Destiny,
43181,222,2927,4.0,Moon 44,
43183,222,3580,5.0,Changeling,
43184,222,3716,3.0,Im Juli,
43186,223,113,2.0,봄 여름 가을 겨울 그리고 봄,
43191,224,103,4.0,Taxi Driver,
43195,224,347,5.0,Menschen am Sonntag,
43202,224,698,3.0,Moonraker,
43203,226,37853,3.5,Mister Roberts,
43205,226,56156,1.5,The Last Hurrah,
43208,232,473,1.0,Pi,
43211,232,888,4.0,The Flintstones,
43214,232,936,4.0,The Pink Panther,
43227,232,961,5.0,The General,
43228,232,984,5.0,Dirty Harry,
43230,232,1162,4.0,The Miracle Worker,
43235,232,1419,5.0,Vollidiot,
43245,232,2241,4.0,Sonnenallee,
43251,232,2370,4.0,Topaz,
43254,232,2899,4.0,Astérix & Obélix Mission Cléopâtre,
43257,232,3028,1.0,Jekyll and Hyde ... Together Again,
43261,232,3090,5.0,The Treasure of the Sierra Madre,
43267,232,3520,1.0,Casanova '70,
43270,234,45928,4.0,Incognito,
43272,235,4880,4.5,Nichts als Gespenster,
43280,236,2200,4.0,Jakob der Lügner,
43281,236,3097,4.5,"The Tulse Luper Suitcases, Part 1: The Moab Story",
43293,236,3632,5.0,Flash Gordon,
43296,236,5333,4.0,Apartment Zero,
43297,236,6609,4.0,Keoma,
43299,236,7210,4.0,Hardcover,
43302,236,7211,4.5,Dan in Real Life,
43303,236,8584,4.5,Shanghai Noon,
43305,236,25952,4.5,Conquest of Space,
43307,238,105246,4.0,Basic Training,
43309,239,387,4.0,Das Boot,
43312,239,433,4.0,Mary Poppins,
43319,239,476,4.0,Drugstore Cowboy,
43320,239,1495,1.0,Kingdom of Heaven,
43322,239,2266,3.0,"Paris, je t'aime",
43328,239,2331,4.0,Jesus,
43337,239,4180,4.0,3 hommes et un couffin,
